"O que diz o texto: 'Art. 20.  Ao entrar em exercício, o servidor nomeado para cargo de provimento efetivo ficará sujeito a estágio probatório por período de 24 (vinte e quatro) meses, durante o qual a sua aptidão e capacidade serão objeto de avaliação para o desempenho do cargo, observados os seguinte fatores:            (Vide EMC nº 19)'?",I - assiduidade;
O que diz o texto: 'II - disciplina;'?,III - capacidade de iniciativa;
O que diz o texto: 'IV - produtividade;'?,V- responsabilidade.
"O que diz o texto: '§ 1o  Quatro meses antes de findo o período do estágio probatório, será submetida à homologação da autoridade competente a avaliação do desempenho do servidor, realizada de acordo com o que dispuser a lei ou o regulamento do sistema de carreira, sem prejuízo da continuidade de apuração dos fatores enumerados nos incisos I a V deste artigo.'?","§ 1o  Quatro meses antes de findo o período do estágio probatório, será submetida à homologação da autoridade competente a avaliação do desempenho do servidor, realizada por comissão constituída para essa finalidade, de acordo com o que dispuser a lei ou o regulamento da respectiva carreira ou cargo, sem prejuízo da continuidade de apuração dos fatores enumerados nos incisos I a V deste artigo.               (Redação dada pela Medida Provisória nº 431, de 2008)."
"O que diz o texto: '§ 1o  4 (quatro) meses antes de findo o período do estágio probatório, será submetida à homologação da autoridade competente a avaliação do desempenho do servidor, realizada por comissão constituída para essa finalidade, de acordo com o que dispuser a lei ou o regulamento da respectiva carreira ou cargo, sem prejuízo da continuidade de apuração dos fatores enumerados nos incisos I a V do caput deste artigo.           (Redação dada pela Lei nº 11.784, de 2008'?","§ 2o  O servidor não aprovado no estágio probatório será exonerado ou, se estável, reconduzido ao cargo anteriormente ocupado, observado o disposto no parágrafo único do art. 29."
"O que diz o texto: '§ 3o  O servidor em estágio probatório poderá exercer quaisquer cargos de provimento em comissão ou funções de direção, chefia ou assessoramento no órgão ou entidade de lotação, e somente poderá ser cedido a outro órgão ou entidade para ocupar cargos de Natureza Especial, cargos de provimento em comissão do Grupo-Direção e Assessoramento Superiores - DAS, de níveis 6, 5 e 4, ou equivalentes.             (Incluído pela Lei nº 9.527, de 10.12.97)'?","§ 4o  Ao servidor em estágio probatório somente poderão ser concedidas as licenças e os afastamentos previstos nos arts. 81, incisos I a IV, 94, 95 e 96, bem assim afastamento para participar de curso de formação decorrente de aprovação em concurso para outro cargo na Administração Pública Federal.            (Incluído pela Lei nº 9.527, de 10.12.97)"
"O que diz o texto: '§ 5o  O estágio probatório ficará suspenso durante as licenças e os afastamentos previstos nos arts. 83, 84, § 1o, 86 e 96, bem assim na hipótese de participação em curso de formação, e será retomado a partir do término do impedimento.              (Incluído pela Lei nº 9.527, de 10.12.97)'?",Seção V
O que diz o texto: 'Da Estabilidade'?,Art. 21.  O servidor habilitado em concurso público e empossado em cargo de provimento efetivo adquirirá estabilidade no serviço público ao completar 2 (dois) anos de efetivo exercício.                (prazo 3 anos - vide EMC nº 19)
O que diz o texto: 'Art. 22.  O servidor estável só perderá o cargo em virtude de sentença judicial transitada em julgado ou de processo administrativo disciplinar no qual lhe seja assegurada ampla defesa.'?,Seção VI
O que diz o texto: 'Da Transferência'?,"Art. 23. Transferência é a passagem do servidor estável de cargo efetivo para outro de igual denominação, pertencente a quadro de pessoal diverso, de órgão ou instituição do mesmo Poder.              (Execução suspensa pela RSF nº 46, de 1997)"
"O que diz o texto: '§ 1° A transferência ocorrerá de ofício ou a pedido do servidor, atendido o interesse do serviço, mediante o preenchimento de vaga.               (Execução suspensa pela RSF nº 46, de 1997)'?","§ 2° Será admitida a transferência de servidor ocupante de cargo de quadro em extinção para igual situação em quadro de outro órgão ou entidade.                 (Execução suspensa pela RSF nº 46, de 1997)             (Revogado pela Lei nº 9.527, de 10.12.97)"
O que diz o texto: 'Seção VII'?,Da Readaptação
O que diz o texto: 'Art. 24.  Readaptação é a investidura do servidor em cargo de atribuições e responsabilidades compatíveis com a limitação que tenha sofrido em sua capacidade física ou mental verificada em inspeção médica.'?,"§ 1o  Se julgado incapaz para o serviço público, o readaptando será aposentado."
"O que diz o texto: '§ 2° A readaptação será efetivada em cargo de atribuições afins, respeitada a habilitação exigida.'?","§ 2o  A readaptação será efetivada em cargo de atribuições afins, respeitada a habilitação exigida, nível de escolaridade e equivalência de vencimentos e, na hipótese de inexistência de cargo vago, o servidor exercerá suas atribuições como excedente, até a ocorrência de vaga.                 (Redação dada pela Lei nº 9.527, de 10.12.97)"
O que diz o texto: 'Seção VIII'?,Da Reversão
"O que diz o texto: '(Regulamento Dec. nº 3.644, de 30.11.2000)'?","Art. 25. Reversão é o retorno à atividade de servidor aposentado por invalidez, quando, por junta médica oficial, forem declarados insubsistentes os motivos da aposentadoria."
"O que diz o texto: 'Art. 25.  Reversão é o retorno à atividade de servidor aposentado:                (Redação dada pela Medida Provisória nº 2.225-45, de 4.9.2001)'?","I - por invalidez, quando junta médica oficial declarar insubsistentes os motivos da aposentadoria; ou                   (Incluído pela Medida Provisória nº 2.225-45, de 4.9.2001)"
"O que diz o texto: 'II - no interesse da administração, desde que:                  (Incluído pela Medida Provisória nº 2.225-45, de 4.9.2001)'?","a) tenha solicitado a reversão;               (Incluído pela Medida Provisória nº 2.225-45, de 4.9.2001)"
"O que diz o texto: 'b) a aposentadoria tenha sido voluntária;                 (Incluído pela Medida Provisória nº 2.225-45, de 4.9.2001)'?","c) estável quando na atividade;                 (Incluído pela Medida Provisória nº 2.225-45, de 4.9.2001)"
"O que diz o texto: 'd) a aposentadoria tenha ocorrido nos cinco anos anteriores à solicitação;                (Incluído pela Medida Provisória nº 2.225-45, de 4.9.2001)'?","e) haja cargo vago.                     (Incluído pela Medida Provisória nº 2.225-45, de 4.9.2001)"
"O que diz o texto: '§ 1o  A reversão far-se-á no mesmo cargo ou no cargo resultante de sua transformação.                   (Incluído pela Medida Provisória nº 2.225-45, de 4.9.2001)'?","§ 2o  O tempo em que o servidor estiver em exercício será considerado para concessão da aposentadoria.                       (Incluído pela Medida Provisória nº 2.225-45, de 4.9.2001)"
"O que diz o texto: '§ 3o  No caso do inciso I, encontrando-se provido o cargo, o servidor exercerá suas atribuições como excedente, até a ocorrência de vaga.                 (Incluído pela Medida Provisória nº 2.225-45, de 4.9.2001)'?","§ 4o  O servidor que retornar à atividade por interesse da administração perceberá, em substituição aos proventos da aposentadoria, a remuneração do cargo que voltar a exercer, inclusive com as vantagens de natureza pessoal que percebia anteriormente à aposentadoria.                 (Incluído pela Medida Provisória nº 2.225-45, de 4.9.2001)"
"O que diz o texto: '§ 5o  O servidor de que trata o inciso II somente terá os proventos calculados com base nas regras atuais se permanecer pelo menos cinco anos no cargo.                     (Incluído pela Medida Provisória nº 2.225-45, de 4.9.2001)'?","§ 6o  O Poder Executivo regulamentará o disposto neste artigo.                   (Incluído pela Medida Provisória nº 2.225-45, de 4.9.2001)"
"O que diz o texto: 'Art. 26.  A reversão far-se-á no mesmo cargo ou no cargo resultante de sua transformação.                  (Revogado pela Medida Provisória nº 2.225-45, de 4.9.2001)'?","Parágrafo único.  Encontrando-se provido o cargo, o servidor exercerá suas atribuições como excedente, até a ocorrência de vaga.                    (Revogado pela Medida Provisória nº 2.225-45, de 4.9.2001)"
